#user_id_fingerprint	#actor_id_fingerprint	#post_id_fingerprint	#post_timestamp	#action_timestamp	#user_timezone
-3107962047217958124	-324303564432732294	-3947162720726844817	1413331198002	1413331297000	Central Standard Time
1202276955820070505	-4963461783165509706	-8432208685017812922	1413331198002	1413332580000	Korea Standard Time
1202276955820070505	-6894568487413443173	-8432208685017812922	1413331198002	1413342222001	Korea Standard Time
1202276955820070505	422234619609301975	-8432208685017812922	1413331198002	1413332681999	Korea Standard Time
1202276955820070505	-852100679366539728	-8432208685017812922	1413331198002	1413342230001	Korea Standard Time
1202276955820070505	-2755093612310171677	-8432208685017812922	1413331198002	1413334261000	Korea Standard Time
1202276955820070505	-8258635455746375852	-8432208685017812922	1413331198002	1413336249999	Korea Standard Time
1202276955820070505	8246152924672823166	-8432208685017812922	1413331198002	1413338543000	Korea Standard Time
417902817740243212	-7745959543119161920	-1190925758753147321	1413331198002	1413346946000	\N
5085799520401766453	-8741827964801237401	-4422891371250242315	1413331198002	1413331555000	Venezuela Time
7797219380931175881	-7914899808907318941	3569770750561973964	1413331198002	1413331883999	Pacific Standard Time
8719478020384523103	8823724802065877089	5919979757335356948	1413331198002	1413338214001	Pacific Standard Time
1202276955820070505	-583285267140961417	-8432208685017812922	1413331198002	1413338311001	Korea Standard Time
1202276955820070505	-1662528036063814872	-8432208685017812922	1413331198002	1413334855999	Korea Standard Time
-6705938698016742532	-5643771214232789135	6125182450878970076	1413331198002	1413331758998	Eastern Standard Time
1202276955820070505	-7736016612090521708	-8432208685017812922	1413331198002	1413333671999	Korea Standard Time
-3107962047217958124	5693494394843051208	-3947162720726844817	1413331198002	1413331428999	Central Standard Time
1202276955820070505	-7965264909852228660	-8432208685017812922	1413331198002	1413332845998	Korea Standard Time
1202276955820070505	-5536743194257731568	-8432208685017812922	1413331198002	1413332657000	Korea Standard Time
1202276955820070505	6251754678312080797	-8432208685017812922	1413331198002	1413345309001	Korea Standard Time
-3107962047217958124	2885461202357980938	-3947162720726844817	1413331198002	1413331652999	Central Standard Time
417902817740243212	5756491392011087638	-1190925758753147321	1413331198002	1413332807000	\N
